-1	1.00 	0.72 	0.10 	0.57 	1.08 	0.66 	0.39 	0.49 	0.28 	0.50 	0.66 	0.52 
1	1.00 	1.58 	1.05 	1.15 	1.22 	0.54 	0.73 	0.82 	0.82 	0.90 	0.73 	0.75 
1	1.00 	1.10 	0.97 	1.00 	0.90 	0.67 	0.81 	0.88 	0.77 	0.71 	0.57 	0.46 
1	1.00 	0.97 	1.00 	0.85 	0.84 	0.72 	0.66 	0.68 	0.47 	0.61 	0.59 	0.65 
1	1.00 	1.21 	1.29 	1.08 	0.89 	0.88 	0.66 	0.85 	0.67 	0.58 	0.82 	0.60 
1	1.00 	1.45 	1.44 	1.12 	1.10 	1.15 	0.79 	0.77 	0.78 	0.71 	0.67 	0.36 
1	1.00 	1.15 	1.10 	1.00 	1.08 	0.79 	0.98 	1.03 	0.59 	0.57 	0.46 	0.39 
1	1.00 	1.32 	1.35 	1.13 	1.00 	0.91 	1.22 	1.05 	0.58 	0.57 	0.53 	0.43 
1	1.00 	1.01 	1.38 	1.21 	0.79 	0.85 	0.78 	0.73 	0.64 	0.58 	0.43 	0.47 
1	1.00 	0.85 	1.03 	1.00 	0.81 	0.82 	0.73 	0.51 	0.24 	0.54 	0.43 	0.51 
1	1.00 	1.12 	0.92 	1.01 	0.86 	0.86 	0.70 	0.62 	0.36 	0.37 	0.35 	0.38 
1	1.00 	1.23 	1.21 	0.95 	0.81 	0.91 	0.87 	0.75 	0.40 	0.54 	0.52 	0.52 
1	1.00 	0.96 	1.19 	1.08 	0.78 	0.61 	0.53 	0.54 	0.34 	0.61 	0.51 	0.46 
1	1.00 	0.73 	0.85 	0.74 	0.62 	0.57 	0.47 	0.43 	0.42 	0.53 	0.38 	0.30 
1	1.00 	0.66 	0.49 	0.59 	0.98 	0.85 	0.43 	0.25 	0.23 	0.62 	0.67 	0.55 
1	1.00 	0.98 	0.82 	0.88 	0.82 	0.88 	0.48 	0.34 	0.50 	0.93 	0.61 	0.75 
1	1.00 	1.01 	0.81 	0.78 	0.64 	0.89 	0.46 	0.26 	0.51 	0.71 	0.60 	0.53 
1	1.00 	1.08 	1.17 	1.03 	1.04 	1.05 	0.77 	0.44 	0.64 	0.74 	0.88 	0.67 
1	1.00 	0.86 	0.47 	0.52 	0.77 	0.48 	0.42 	0.32 	0.20 	0.32 	0.49 	0.41 
1	1.00 	0.81 	0.49 	0.75 	0.82 	0.60 	0.45 	0.35 	0.29 	0.46 	0.49 	0.54 
1	1.00 	0.72 	0.53 	0.66 	0.86 	0.57 	0.64 	0.38 	0.42 	0.47 	0.54 	0.61 
1	1.00 	0.84 	0.69 	0.69 	0.69 	0.70 	0.53 	0.38 	0.31 	0.64 	0.39 	0.39 
1	1.00 	0.91 	0.86 	0.73 	1.14 	0.67 	0.65 	0.44 	0.42 	0.75 	0.48 	0.54 
1	1.00 	0.92 	0.81 	0.81 	1.01 	0.70 	0.57 	0.45 	0.50 	0.76 	0.56 	0.62 
1	1.00 	0.98 	0.64 	0.75 	1.16 	0.75 	0.55 	0.28 	0.39 	0.74 	0.63 	0.57 
1	1.00 	1.33 	0.80 	1.13 	1.30 	1.01 	0.90 	0.53 	0.53 	0.89 	0.88 	0.75 
1	1.00 	1.00 	0.74 	0.95 	0.95 	0.89 	0.73 	0.56 	0.39 	0.80 	0.72 	0.56 
1	1.00 	1.15 	0.94 	0.86 	1.18 	1.07 	0.65 	0.58 	0.52 	0.77 	0.74 	0.83 
1	1.00 	0.76 	0.97 	0.79 	0.58 	0.49 	0.60 	0.37 	0.42 	0.99 	0.68 	0.54 
1	1.00 	0.87 	0.98 	0.84 	0.88 	0.58 	0.50 	0.47 	0.41 	1.21 	0.57 	0.65 
1	1.00 	0.92 	0.80 	0.74 	0.67 	0.59 	0.55 	0.43 	0.48 	0.76 	0.85 	0.68 
1	1.00 	0.78 	0.82 	0.81 	0.68 	0.51 	0.46 	0.45 	0.37 	0.92 	0.73 	0.76 
1	1.00 	0.86 	0.67 	0.79 	0.74 	0.62 	0.51 	0.52 	0.52 	0.89 	0.70 	0.77 
1	1.00 	0.98 	0.73 	1.08 	0.94 	0.72 	0.64 	0.57 	0.57 	0.93 	0.77 	0.78 
1	1.00 	1.04 	1.01 	0.81 	0.95 	0.63 	0.69 	0.62 	0.49 	0.99 	0.98 	0.83 
1	1.00 	0.95 	0.95 	1.00 	0.96 	0.68 	0.61 	0.53 	0.47 	0.46 	0.83 	0.43 
1	1.00 	1.25 	0.98 	0.77 	0.98 	0.56 	0.57 	0.51 	0.40 	0.56 	0.62 	0.74 
1	1.00 	0.89 	0.80 	0.68 	0.87 	0.66 	0.59 	0.55 	0.50 	0.60 	0.63 	0.70 
1	1.00 	1.32 	0.99 	0.78 	0.98 	0.60 	0.60 	0.65 	0.47 	0.53 	0.51 	0.56 
1	1.00 	1.03 	0.83 	0.68 	1.07 	0.85 	0.65 	0.80 	0.65 	0.62 	0.63 	0.66 
1	1.00 	0.61 	0.69 	0.55 	0.60 	0.49 	0.35 	0.35 	0.24 	0.35 	0.50 	0.57 
1	1.00 	0.95 	1.33 	1.32 	0.79 	0.54 	0.57 	0.35 	0.36 	0.50 	0.45 	0.48 
1	1.00 	0.68 	1.06 	0.99 	0.58 	0.42 	0.22 	0.20 	0.28 	0.50 	0.51 	0.53 
1	1.00 	0.94 	0.95 	0.86 	0.66 	0.60 	0.48 	0.45 	0.48 	0.54 	0.54 	0.68 
1	1.00 	0.82 	0.85 	0.82 	0.75 	0.55 	0.57 	0.37 	0.50 	0.71 	0.53 	0.65 
1	1.00 	0.81 	0.88 	0.69 	0.78 	0.58 	0.50 	0.40 	0.53 	0.72 	0.43 	0.65 
1	1.00 	1.08 	1.28 	1.16 	0.99 	0.68 	0.63 	0.38 	0.40 	0.74 	0.55 	0.53 
1	1.00 	0.85 	1.10 	1.02 	0.84 	0.68 	0.79 	0.31 	0.36 	0.76 	0.52 	0.58 
1	1.00 	0.46 	0.82 	0.72 	0.50 	0.42 	0.37 	0.28 	0.20 	0.47 	0.40 	0.54 
1	1.00 	0.81 	1.22 	1.08 	0.80 	0.68 	0.71 	0.52 	0.44 	0.71 	0.67 	0.79 
1	1.00 	0.51 	0.73 	0.96 	0.84 	0.77 	0.70 	0.27 	0.43 	0.63 	0.32 	0.40 
1	1.00 	0.82 	0.95 	1.02 	0.74 	0.85 	0.74 	0.54 	0.65 	0.71 	0.43 	0.55 
1	1.00 	1.23 	1.03 	0.99 	1.03 	0.87 	0.63 	0.55 	0.42 	0.58 	0.50 	0.71 
1	1.00 	0.80 	0.66 	0.72 	0.74 	0.68 	0.51 	0.30 	0.36 	0.43 	0.31 	0.34 
1	1.00 	0.92 	0.76 	0.70 	0.93 	0.86 	0.62 	0.50 	0.65 	0.56 	0.57 	0.53 
1	1.00 	0.73 	1.31 	0.85 	0.89 	0.60 	0.57 	0.41 	0.41 	0.57 	0.43 	0.40 
1	1.00 	0.94 	0.99 	0.78 	1.07 	0.60 	0.57 	0.34 	0.36 	0.52 	0.43 	0.38 
1	1.00 	1.03 	0.91 	0.78 	0.77 	0.68 	0.52 	0.46 	0.50 	0.65 	0.64 	0.60 
1	1.00 	1.01 	0.93 	0.85 	0.79 	0.67 	0.45 	0.47 	0.44 	0.41 	0.38 	0.43 
1	1.00 	0.86 	0.85 	0.94 	0.67 	0.78 	0.64 	0.45 	0.53 	0.48 	0.46 	0.40 
1	1.00 	0.83 	0.65 	0.69 	0.51 	0.63 	0.59 	0.41 	0.32 	0.51 	0.36 	0.40 
1	1.00 	0.70 	0.76 	0.85 	0.61 	0.72 	0.73 	0.44 	0.47 	0.62 	0.57 	0.52 
1	1.00 	1.11 	1.05 	0.71 	0.83 	0.72 	0.69 	0.68 	0.60 	0.72 	0.66 	0.57 
1	1.00 	0.96 	1.20 	1.04 	0.76 	0.89 	0.79 	0.83 	0.63 	0.80 	0.73 	0.57 
1	1.00 	1.00 	1.06 	1.02 	0.94 	1.04 	0.46 	0.56 	0.84 	0.79 	0.57 	0.62 
1	1.00 	1.02 	1.06 	0.75 	0.99 	0.65 	0.46 	0.31 	0.26 	0.34 	0.24 	0.27 
1	1.00 	0.93 	1.20 	0.81 	0.97 	0.78 	0.69 	0.63 	0.41 	0.41 	0.32 	0.33 
1	1.00 	1.03 	0.61 	0.76 	1.03 	0.72 	0.61 	0.49 	0.35 	0.37 	0.29 	0.28 
1	1.00 	1.04 	0.87 	0.94 	0.96 	0.80 	0.66 	0.58 	0.43 	0.54 	0.44 	0.51 
1	1.00 	0.93 	0.67 	0.69 	0.62 	0.75 	0.54 	0.42 	0.37 	0.52 	0.29 	0.25 
1	1.00 	0.98 	0.88 	0.67 	0.74 	0.64 	0.43 	0.32 	0.22 	0.24 	0.25 	0.46 
1	1.00 	0.88 	0.77 	0.69 	0.80 	0.56 	0.40 	0.36 	0.22 	0.20 	0.24 	0.46 
1	1.00 	1.00 	0.96 	1.21 	1.10 	0.95 	0.68 	0.43 	0.46 	0.49 	0.55 	0.58 
1	1.00 	1.01 	1.03 	1.07 	1.06 	0.85 	0.65 	0.45 	0.43 	0.34 	0.43 	0.50 
1	1.00 	0.97 	1.22 	1.12 	0.84 	0.94 	0.74 	0.56 	0.51 	0.46 	0.56 	0.46 
